ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,Estimates Start After
BOL,Bolivia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-0.2,-8.102,-3.4,-2.8,-2,-7.3,-7.6,-9.27,-2.9,0.7,-4.021,-4.781,-7.197,-7.308,-3.989,-5.005,-4.511,-6.986,-7.827,-5.887,-5.307,-3.383,-4.093,1.048,3.684,5.862,11.226,11.332,11.995,4.27,4.89,2.233,1.789,1.055,2009
BIH,Bosnia and Herzegovina,Gross national savings,Percent of GDP,,"Source: National Statistical Office. Authorities provided revised supply-side GDP data for the period 00-10 and demand -side GDP data for the period 04-10. Latest actual data: 2010 National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 2000 Primary domestic currency: Convertible marka Data last updated: 09/2012",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,27.089,18.579,20.315,13.058,10.453,9.228,10.423,9.265,12.583,15.771,14.231,14.586,13.655,9.373,10.855,11.585,2010
BIH,Bosnia and Herzegovina,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,54.397,56.039,34.686,35.23,31.198,27.635,25.57,25.484,21.35,32.79,31.117,36.018,39.428,40.311,43.67,41.262,2010
BIH,Bosnia and Herzegovina,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-6.588,-8.706,-7.146,-12.905,-17.629,-19.193,-16.195,-17.064,-7.933,-10.679,-14.058,-6.341,-5.733,-8.775,-7.981,-7.688,2010
BWA,Botswana,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2010 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Botswana pula Data last updated: 08/2012,29.073,26.129,23.827,25.398,23.837,28.542,33.682,34.383,40.126,45.596,40.323,41.236,40.726,34.747,29.678,32.634,38.34,37.236,37.439,34.497,41.421,35.682,30.188,35.713,36.191,41.42,41.243,40.812,37.635,26.647,27.939,31.127,29.717,30.24,2010
BWA,Botswana,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.141,8.809,7.99,8.088,6.924,10.737,9.673,6.982,5.356,7.118,6.353,15.793,17.563,16.741,14.989,13.583,2009
BWA,Botswana,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-26.209,-39.492,-23.139,-15.366,-14.141,2.757,2.432,22.351,4.312,5.804,-0.473,7.311,4.574,9.557,5.211,6.118,10.127,13.959,3.77,10.539,9.68,9.908,3.229,5.716,3.48,15.199,17.225,15,6.865,-5.227,-1.992,1.605,3.912,3.393,2009
BRA,Brazil,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2011 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1998 Chain-weighted: No Primary domestic currency: Brazilian reais Data last updated: 09/2012,17.959,18.568,15.304,13.262,14.129,17.996,16.991,21.814,24.025,24.991,19.352,19.425,20.508,20.711,21.837,15.656,14.306,13.949,13.084,12.06,14.49,13.841,14.686,16.527,18.877,17.792,18.008,18.441,18.986,16.34,18.033,18.454,17.622,17.984,2011
BRA,Brazil,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,66.651,70.239,79.802,74.782,70.758,69.166,66.678,65.191,63.544,66.921,65.154,64.944,64.075,61.171,2011
BRA,Brazil,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-8.6,-6.857,-8.915,-4.66,0.027,-0.098,-2.102,-0.49,1.277,0.23,-0.814,-0.345,1.573,-0.135,-0.308,-2.388,-2.734,-3.477,-3.944,-4.317,-3.76,-4.187,-1.51,0.756,1.76,1.586,1.253,0.114,-1.708,-1.498,-2.206,-2.105,-2.571,-2.798,2011
BRN,Brunei Darussalam,Gross national savings,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRN,Brunei Darussalam,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
BRN,Brunei Darussalam,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,82.573,87.777,88.876,92.588,78.768,71.904,69.296,44.673,31.981,39.003,33.696,29.36,26.922,20.367,35.317,49.961,46.461,40.17,44.279,42.239,47.289,50.147,47.818,48.94,40.157,45.453,48.549,49.081,50.309,2010
BGR,Bulgaria,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2011 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 2005 Primary domestic currency: Bulgarian leva Data last updated: 08/2012",36.595,36.604,36.034,36.031,38.304,34.446,34.685,32.672,35.182,31.978,30.544,17.51,10.334,2.425,7.63,14.715,10.027,21.11,16.237,10.956,12.544,14.717,17.309,15.842,16.329,15.917,14.586,8.891,14.502,20.44,21.844,24.009,23.811,23.471,2011
BGR,Bulgaria,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,75.285,68.583,54.82,46.476,39.07,29.431,23.405,18.555,15.456,15.575,14.937,15.451,17.875,16.379,2011
BGR,Bulgaria,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",3.576,0.424,0.59,0.117,1.633,-0.485,-3.83,-2.502,-0.855,-1.605,-8.097,-3.717,-4.286,-24.109,-0.397,-0.192,0.155,4.021,-0.471,-4.907,-5.436,-5.52,-2.372,-5.313,-6.417,-11.635,-17.555,-25.202,-23.04,-8.926,-1.043,0.939,-0.329,-1.481,2011
BFA,Burkina Faso,Gross national savings,Percent of GDP,,Source: National Statistical Office. The ministry of economy also provides estimates Latest actual data: 2010. INSD will update the antional accounts in April to include the latest actual of 2008 while 2009-2010 are estimates from the ministry of economy National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1999 Chain-weighted: No Primary domestic currency: CFA francs Data last updated: 08/2012,10.245,13.365,9.713,7.215,13.079,16.603,15.896,13.34,12.11,17.201,14.024,13.192,14.039,14.7,19.003,16.879,15.088,16.936,18.373,13.603,3.456,1.737,5.506,8.074,5.226,8.708,7.597,10.569,8.601,13.288,16.018,14.454,13.748,14.599,2010
BFA,Burkina Faso,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,48.669,44.619,45.836,44.092,22.599,22.035,23.619,26.124,27.115,29.27,28.059,26.542,2010
BFA,Burkina Faso,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-1.162,-1.966,-4.825,-3.541,0.518,-4.327,-1.846,-3.731,-4.131,-1.113,-4.219,-5.118,-4.723,-4.484,-0.977,-3.874,-8.153,-8.246,-6.803,-10.592,-13.157,-11.939,-10.92,-9.645,-10.979,-11.608,-9.515,-8.291,-11.487,-4.726,-2.327,-1.135,-4.228,-3.229,2010
BDI,Burundi,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2009. No official national accounts data have been published since 1998. GDP valuation: Market prices Base year: 2000 Chain-weighted: No Primary domestic currency: Burundi francs Data last updated: 08/2012,3.793,8.02,1.518,8.405,5.14,5.709,7.257,4.341,4.319,6.103,-3.807,3.318,2.187,8.235,5.881,6.067,2.573,4.853,0.263,0.721,12.981,16.492,17.394,16.82,14.608,14.601,-2.291,14.222,18.227,8.014,10.111,7.221,8.425,8.466,2009
BDI,Burundi,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,136.426,127.388,159.082,171.962,181.041,136.962,130.275,128.462,111.533,36.851,36.732,35.266,31.572,28.501,2009
BDI,Burundi,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-7.145,-5.541,-9.927,-9.786,-9.543,-5.924,-5.53,-9.772,-7.227,-7.219,-11.853,-4.294,-6.473,-1.19,0.234,0.896,-4.109,-0.118,-5.252,-4.071,-7.019,-3.508,-2.606,-3.18,-6.324,-4.906,-21.467,-5.358,-0.975,1.76,-9.387,-11.393,-11.408,-10.661,2009
KHM,Cambodia,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2011. The authorities' published data is up to 2010. National accounts data for 2011 is Staff's estimates. National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Cambodian riels Data last updated: 08/2012,n/a,n/a,n/a,n/a,n/a,n/a,-41.532,0.449,0.6,1.355,5.338,7.745,10.548,9.356,11.226,9.469,7.548,16.264,6.066,11.96,14.71,17.6,17.602,18.504,15.655,16.415,21.872,19.279,12.95,16.795,13.431,13.934,13.829,14.38,2011
KHM,Cambodia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,30.32,32.024,37.458,34.785,35.355,34.934,39.799,43.164,41.673,36.038,32.667,30.625,27.462,28.918,29.059,28.53,28.493,28.085,2011
KHM,Cambodia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,15.683,17.674,-41.869,-25.754,-3.858,-1.218,-1.009,-1.644,-3.436,-4.996,-7.172,1.244,-5.768,-5.023,-2.819,-1.135,-2.418,-3.565,-2.171,-3.82,-0.645,-1.918,-5.667,-4.54,-3.916,-8.066,-9.671,-9.12,2010
CMR,Cameroon,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2010 Notes: The percent changes in 2002 are calculated over a period of 18 months, reflecting a change in the fiscal year cycle (from July-June to January-December). National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: CFA francs Data last updated: 09/2012",18.005,20.351,17.942,21.978,24.292,17.257,17.949,14.106,14.104,13.653,14.281,14.299,13.103,9.868,9.879,11.995,9.959,11.77,13.233,12.694,12.97,12.945,15.05,15.501,17.01,13.364,15.86,16.419,16.346,12.8,13.108,15.728,15.525,16.254,2010
CMR,Cameroon,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,101.044,89.343,64.295,60.268,61.622,51.546,15.863,11.956,9.546,10.635,12.142,13.712,17.796,20.488,2010
CMR,Cameroon,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-4.412,-5.985,4.379,2.049,3.822,3.711,-2.877,-5.575,-4.472,-1.835,-3.909,-1.978,-2.239,-4.765,-3.845,-0.787,-3.577,-2.489,-2.25,-3.51,-1.426,-3.556,-5.119,-1.776,-3.38,-3.405,1.562,1.38,-1.178,-3.633,-3.012,-4.105,-4.084,-3.796,2010
CAN,Canada,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2011 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2002 Chain-weighted: Yes, from 1980 Primary domestic currency: Canadian dollars Data last updated: 09/2012",22.576,23.014,20.038,19.531,20.35,19.977,18.367,19.496,20.814,19.832,17.317,14.694,13.199,13.741,16.598,18.01,18.737,19.443,19.143,20.59,22.952,21.447,21.011,21.198,23.035,23.96,24.434,24.075,23.567,17.908,19.074,19.974,20.297,20.654,2011
CAN,Canada,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,45.632,46.933,52.668,58.403,61.674,66.869,70.999,71.449,71.084,72.247,75.19,82.34,90.232,96.324,97.962,101.601,101.719,96.318,95.165,91.369,82.127,82.659,80.554,76.562,72.601,71.608,70.255,66.518,71.283,83.301,85.061,85.428,87.515,87.775,2011
CAN,Canada,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-2.265,-4.16,0.606,-0.762,-0.372,-1.612,-3.027,-3.186,-2.99,-3.924,-3.403,-3.739,-3.62,-3.863,-2.3,-0.753,0.55,-1.291,-1.242,0.262,2.719,2.266,1.715,1.208,2.311,1.885,1.413,0.835,0.329,-2.959,-3.131,-2.812,-3.385,-3.707,2011
CPV,Cape Verde,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2008 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1980 Chain-weighted: No Primary domestic currency: Cape Verde escudos Data last updated: 09/2012,-107.364,-102.695,45.307,44.458,42.292,40.837,22.96,28.737,21.138,22.995,20.251,15.475,25.321,21.571,24.069,19.28,29.068,34.488,20.153,23.77,19.865,21.078,24.68,19.874,25.138,32.533,32.646,32.259,30.522,23.424,25.337,24.065,22.432,25.403,2008
CPV,Cape Verde,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,90.311,89.097,92.646,95.74,86.776,73.9,67.914,68.839,74.958,78.054,86.674,90.485,2011
CPV,Cape Verde,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-49.587,-16.787,-9.265,-8.618,-5.236,-3.724,1.027,5.816,-2.334,-9.793,-5.837,-5.26,-5.651,-9.085,-9.689,-11.027,-6.937,-6.024,-11.036,-13.738,-10.872,-10.624,-11.14,-11.149,-14.328,-3.5,-5.4,-14.719,-15.713,-15.643,-12.467,-12.452,-11.467,-8.878,2008
CAF,Central African Republic,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2010 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: CFA francs Data last updated: 08/2012,-2.84,5.182,-7.392,-1.012,0.547,9.777,12.69,6.762,7.306,9.29,8.477,7.866,-0.143,4.493,9.5,6.827,2.603,4.314,5.111,10.256,8.608,6.892,7.808,4.143,5.054,3.247,7.147,4.453,2.78,3.989,4.079,3.648,7.289,9.457,2010
CAF,Central African Republic,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,109.17,103.861,97.665,82.639,77.408,37.036,39.8,37.524,36.411,32.158,2011
CAF,Central African Republic,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-16.901,-7.388,-11.75,-12.768,-9.481,-3.116,-4.266,-6.568,-3.261,-2.418,-5.954,-4.667,-11.965,-6.337,-2.689,-8.152,-3.283,-3.004,-6.014,-1.477,-1.379,-1.792,-1.646,-2.22,-1.76,-6.525,-3,-6.236,-9.962,-9.185,-10.195,-8.717,-7.599,-6.28,2010
TCD,Chad,Gross national savings,Percent of GDP,,Source: Central Bank Latest actual data: 2010 National accounts manual used: Unknown GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1995 Chain-weighted: No Primary domestic currency: CFA francs Data last updated: 09/2012,11.266,4.362,3.193,3.574,3.712,0.835,-3.014,0.746,4.866,-1.852,0.388,1.726,-0.623,-11.159,11.006,5.698,12.15,9.632,6.422,5.629,5.046,-1.515,-53.559,-14.483,-20.837,25.149,32.844,38.092,36.037,32.92,38.905,39.556,22.505,21.286,2010
TCD,Chad,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,67.219,74.775,63.675,56.933,46.404,34.203,33.603,29.61,25.996,23.598,30.462,25.785,26.965,23.405,24.183,2010
TCD,Chad,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-0.475,1.289,-3.289,-4.876,-1.662,-12.089,-16.242,-12.429,-9.793,-13.721,-11.054,-8.932,-9.706,-14.128,-9.695,-8.393,-9.669,-11.474,-8.511,-10.704,-15.384,-31.841,-94.67,-48.994,-17.141,1.176,5.949,11.589,8.977,-4.025,-3.511,2.04,-1.866,-2.006,2010
CHL,Chile,Gross national savings,Percent of GDP,,"Source: Central Bank Latest actual data: 2011 National accounts manual used: SNA 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2008 Chain-weighted: Yes, from 2003 Primary domestic currency: Chilean pesos Data last updated: 09/2012",12.73,8.102,1.51,4.202,2.363,8.224,10.925,17.999,21.356,30.745,22.061,23.199,20.696,22.176,20.461,25.135,25.062,25.016,23.883,22.497,22.957,22.512,22.72,20.792,22.817,23.515,25.278,24.718,22.347,22.277,25.04,23.359,22.476,22.629,2011
CHL,Chile,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.785,12.906,12.157,13.345,13.254,14.447,15.192,12.633,10.285,6.998,4.997,3.894,4.921,5.813,8.648,11.252,11.415,12.253,2011
CHL,Chile,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-6.208,-14.172,-9.254,-5.524,-10.731,-8.379,-6.571,-3.44,-0.917,-2.376,-1.5,-0.265,-2.107,-5.234,-2.81,-1.843,-3.977,-4.311,-4.796,0.132,-1.157,-1.549,-0.833,-1.091,2.614,1.536,4.603,4.095,-3.232,2.036,1.512,-1.297,-3.198,-3,2011
CHN,China,Gross national savings,Percent of GDP,,"Source: CEIC Latest actual data: 2011 National accounts manual used: SNA 2008 GDP valuation: Market prices. Production-based measure Start/end months of reporting year: January/December Base year: 1990. China GDP deflator does not equal 100 in the base year. This is due to the fact that, in the base year, there is a discrepancy between production-based and expenditure-based nominal GDP series. Reported NGDP series are production-based, while NGDP_R series are estimated using expenditure based nominal GDP in the base year and contributions to growth in subsequent years. Chain-weighted: No Primary domestic currency: Chinese yuan Data last updated: 09/2012",48.839,54.955,35.507,35.569,35.519,34.6,35.933,37.095,36.952,36.311,39.216,39.366,38.774,42.542,43.573,42.118,41.287,41.827,40.188,38.191,36.831,37.581,40.302,43.999,46.818,48.041,51.55,51.865,53.17,53.474,52.225,51.348,50.091,49.958,2011
